epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1.73E+12,2024-10-23T14.41.14.082,1.3,0.061,-0.732,-1.341
1.73E+12,2024-10-23T14.41.14.092,1.31,0.366,-0.671,-1.402
1.73E+12,2024-10-23T14.41.14.102,1.32,0.427,-0.671,-1.524
1.73E+12,2024-10-23T14.41.14.112,1.33,0.488,-0.732,-1.463
1.73E+12,2024-10-23T14.41.14.122,1.34,0.61,-0.671,-1.402
1.73E+12,2024-10-23T14.41.14.132,1.35,0.732,-0.61,-1.402
1.73E+12,2024-10-23T14.41.14.142,1.36,0.854,-0.732,-1.402
1.73E+12,2024-10-23T14.41.14.152,1.37,0.793,-0.854,-1.22
1.73E+12,2024-10-23T14.41.14.162,1.38,0.671,-0.976,-1.22
1.73E+12,2024-10-23T14.41.14.172,1.39,0.61,-1.037,-1.159
1.73E+12,2024-10-23T14.41.14.182,1.4,0.61,-0.976,-1.159
1.73E+12,2024-10-23T14.41.14.192,1.41,0.427,-0.976,-1.22
1.73E+12,2024-10-23T14.41.14.202,1.42,0.305,-1.22,-1.098
1.73E+12,2024-10-23T14.41.14.212,1.43,0.366,-0.976,-0.976
1.73E+12,2024-10-23T14.41.14.222,1.44,0.305,-0.61,-1.037
1.73E+12,2024-10-23T14.41.14.232,1.45,0.366,-0.732,-0.976
1.73E+12,2024-10-23T14.41.14.242,1.46,0.488,-1.28,-0.854
1.73E+12,2024-10-23T14.41.14.252,1.47,0.488,-1.524,-0.732
1.73E+12,2024-10-23T14.41.14.262,1.48,0.732,-1.341,-0.793
1.73E+12,2024-10-23T14.41.14.272,1.49,0.915,-1.341,-0.793
1.73E+12,2024-10-23T14.41.14.282,1.5,0.915,-1.829,-0.732
1.73E+12,2024-10-23T14.41.14.292,1.51,0.854,-2.134,-0.732
1.73E+12,2024-10-23T14.41.14.302,1.52,0.976,-2.134,-0.732
1.73E+12,2024-10-23T14.41.14.312,1.53,1.159,-2.134,-0.732
1.73E+12,2024-10-23T14.41.14.322,1.54,0.976,-2.195,-0.61
1.73E+12,2024-10-23T14.41.14.332,1.55,0.854,-2.012,-0.61
1.73E+12,2024-10-23T14.41.14.342,1.56,0.732,-1.768,-0.549
1.73E+12,2024-10-23T14.41.14.352,1.57,0.61,-1.585,-0.488
1.73E+12,2024-10-23T14.41.14.362,1.58,0.549,-1.402,-0.488
1.73E+12,2024-10-23T14.41.14.372,1.59,0.488,-1.28,-0.61
1.73E+12,2024-10-23T14.41.14.382,1.6,0.366,-1.22,-0.671
1.73E+12,2024-10-23T14.41.14.392,1.61,0.244,-1.098,-0.854
1.73E+12,2024-10-23T14.41.14.402,1.62,0.244,-1.159,-0.915
1.73E+12,2024-10-23T14.41.14.412,1.63,0.366,-1.22,-0.976
1.73E+12,2024-10-23T14.41.14.422,1.64,0.549,-1.159,-0.915
1.73E+12,2024-10-23T14.41.14.432,1.65,0.549,-1.159,-0.793
1.73E+12,2024-10-23T14.41.14.442,1.66,0.488,-1.28,-0.61
1.73E+12,2024-10-23T14.41.14.452,1.67,0.427,-1.098,-0.427
1.73E+12,2024-10-23T14.41.14.462,1.68,0.549,-1.037,-0.427
1.73E+12,2024-10-23T14.41.14.472,1.69,0.61,-1.22,-0.427
1.73E+12,2024-10-23T14.41.14.482,1.7,0.549,-0.976,-0.427
1.73E+12,2024-10-23T14.41.14.492,1.71,0.488,-0.366,-0.61
1.73E+12,2024-10-23T14.41.14.502,1.72,0.366,-0.671,-0.915
1.73E+12,2024-10-23T14.41.14.512,1.73,0.244,-2.134,-1.22
1.73E+12,2024-10-23T14.41.14.522,1.74,0.366,-3.598,-1.402
1.73E+12,2024-10-23T14.41.14.532,1.75,0.793,-4.207,-1.768
1.73E+12,2024-10-23T14.41.14.542,1.76,1.28,-4.634,-1.829
1.73E+12,2024-10-23T14.41.14.552,1.77,2.134,-5.305,-1.829
1.73E+12,2024-10-23T14.41.14.562,1.78,2.744,-5.793,-1.89
1.73E+12,2024-10-23T14.41.14.572,1.79,3.354,-6.402,-2.012
1.73E+12,2024-10-23T14.41.14.582,1.8,4.085,-7.683,-2.073
1.73E+12,2024-10-23T14.41.14.592,1.81,4.695,-8.963,-2.195
1.73E+12,2024-10-23T14.41.14.602,1.82,5.305,-10.427,-2.378
1.73E+12,2024-10-23T14.41.14.612,1.83,5.976,-12.073,-2.683
1.73E+12,2024-10-23T14.41.14.622,1.84,6.463,-14.024,-2.805
1.73E+12,2024-10-23T14.41.14.632,1.85,7.012,-15.854,-2.866
1.73E+12,2024-10-23T14.41.14.642,1.86,7.378,-17.5,-2.988
1.73E+12,2024-10-23T14.41.14.652,1.87,7.378,-19.573,-2.866
1.73E+12,2024-10-23T14.41.14.662,1.88,7.256,-21.768,-2.561
1.73E+12,2024-10-23T14.41.14.672,1.89,7.134,-23.415,-2.317
