epoc (ms),timestamp (-0500),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1.73272E+12,2024-11-27T10.04.46.408,3.62,-0.969,0.188,0.003
1.73272E+12,2024-11-27T10.04.46.418,3.63,-0.979,0.188,0.013
1.73272E+12,2024-11-27T10.04.46.428,3.64,-0.989,0.191,0.021
1.73272E+12,2024-11-27T10.04.46.438,3.65,-1.004,0.192,0.03
1.73272E+12,2024-11-27T10.04.46.448,3.66,-1.008,0.197,0.035
1.73272E+12,2024-11-27T10.04.46.458,3.67,-1.006,0.199,0.04
1.73272E+12,2024-11-27T10.04.46.468,3.68,-1.01,0.204,0.045
1.73272E+12,2024-11-27T10.04.46.478,3.69,-1.015,0.207,0.051
1.73272E+12,2024-11-27T10.04.46.488,3.7,-1.013,0.208,0.058
1.73272E+12,2024-11-27T10.04.46.498,3.71,-1.001,0.208,0.06
1.73272E+12,2024-11-27T10.04.46.508,3.72,-1.002,0.209,0.061
1.73272E+12,2024-11-27T10.04.46.518,3.73,-1.004,0.211,0.063
1.73272E+12,2024-11-27T10.04.46.528,3.74,-1.005,0.211,0.065
1.73272E+12,2024-11-27T10.04.46.538,3.75,-1,0.21,0.064
1.73272E+12,2024-11-27T10.04.46.548,3.76,-1.002,0.208,0.065
1.73272E+12,2024-11-27T10.04.46.558,3.77,-1.005,0.209,0.07
1.73272E+12,2024-11-27T10.04.46.568,3.78,-1.006,0.204,0.069
1.73272E+12,2024-11-27T10.04.46.578,3.79,-1.001,0.204,0.069
1.73272E+12,2024-11-27T10.04.46.588,3.8,-1.002,0.202,0.071
1.73272E+12,2024-11-27T10.04.46.598,3.81,-1.001,0.198,0.076
1.73272E+12,2024-11-27T10.04.46.608,3.82,-0.992,0.197,0.08
1.73272E+12,2024-11-27T10.04.46.618,3.83,-0.991,0.195,0.084
1.73272E+12,2024-11-27T10.04.46.628,3.84,-0.993,0.191,0.091
1.73272E+12,2024-11-27T10.04.46.638,3.85,-0.989,0.188,0.09
1.73272E+12,2024-11-27T10.04.46.648,3.86,-0.991,0.185,0.092
1.73272E+12,2024-11-27T10.04.46.658,3.87,-0.991,0.185,0.094
1.73272E+12,2024-11-27T10.04.46.668,3.88,-0.986,0.186,0.1
1.73272E+12,2024-11-27T10.04.46.678,3.89,-0.987,0.187,0.1
1.73272E+12,2024-11-27T10.04.46.688,3.9,-0.984,0.189,0.1
1.73272E+12,2024-11-27T10.04.46.698,3.91,-0.988,0.191,0.104
1.73272E+12,2024-11-27T10.04.46.708,3.92,-0.986,0.194,0.107
1.73272E+12,2024-11-27T10.04.46.718,3.93,-0.983,0.195,0.114
1.73272E+12,2024-11-27T10.04.46.728,3.94,-0.987,0.2,0.114
1.73272E+12,2024-11-27T10.04.46.738,3.95,-0.986,0.203,0.117
1.73272E+12,2024-11-27T10.04.46.748,3.96,-0.984,0.198,0.118
1.73272E+12,2024-11-27T10.04.46.758,3.97,-0.985,0.199,0.115
1.73272E+12,2024-11-27T10.04.46.768,3.98,-0.98,0.203,0.118
1.73272E+12,2024-11-27T10.04.46.778,3.99,-0.98,0.202,0.119
1.73272E+12,2024-11-27T10.04.46.788,4,-0.975,0.202,0.12
1.73272E+12,2024-11-27T10.04.46.798,4.01,-0.977,0.203,0.121
1.73272E+12,2024-11-27T10.04.46.808,4.02,-0.979,0.199,0.123
1.73272E+12,2024-11-27T10.04.46.818,4.03,-0.98,0.203,0.123
1.73272E+12,2024-11-27T10.04.46.828,4.04,-0.985,0.205,0.132
1.73272E+12,2024-11-27T10.04.46.838,4.05,-0.991,0.204,0.134
1.73272E+12,2024-11-27T10.04.46.848,4.06,-0.989,0.2,0.136
1.73272E+12,2024-11-27T10.04.46.858,4.07,-0.995,0.2,0.141
1.73272E+12,2024-11-27T10.04.46.868,4.08,-0.978,0.206,0.138
1.73272E+12,2024-11-27T10.04.46.878,4.09,-0.977,0.211,0.137
1.73272E+12,2024-11-27T10.04.46.888,4.1,-0.982,0.208,0.131
1.73272E+12,2024-11-27T10.04.46.898,4.11,-0.985,0.205,0.138
1.73272E+12,2024-11-27T10.04.46.908,4.12,-0.985,0.193,0.143
1.73272E+12,2024-11-27T10.04.46.918,4.13,-0.982,0.196,0.145
1.73272E+12,2024-11-27T10.04.46.928,4.14,-0.994,0.194,0.146
1.73272E+12,2024-11-27T10.04.46.938,4.15,-1,0.202,0.144
1.73272E+12,2024-11-27T10.04.46.948,4.16,-0.988,0.203,0.146
1.73272E+12,2024-11-27T10.04.46.958,4.17,-0.986,0.2,0.142
1.73272E+12,2024-11-27T10.04.46.968,4.18,-0.989,0.2,0.144
1.73272E+12,2024-11-27T10.04.46.978,4.19,-0.992,0.202,0.136
1.73272E+12,2024-11-27T10.04.46.988,4.2,-0.989,0.205,0.138
1.73272E+12,2024-11-27T10.04.46.998,4.21,-0.987,0.206,0.139
