epoc (ms),timestamp (-0500),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1.73293E+12,2024-11-29T19.43.38.416,1.91,-0.544,0.805,0.121
1.73293E+12,2024-11-29T19.43.38.426,1.92,-0.563,0.794,0.126
1.73293E+12,2024-11-29T19.43.38.436,1.93,-0.585,0.776,0.128
1.73293E+12,2024-11-29T19.43.38.446,1.94,-0.609,0.759,0.133
1.73293E+12,2024-11-29T19.43.38.456,1.95,-0.631,0.752,0.147
1.73293E+12,2024-11-29T19.43.38.466,1.96,-0.645,0.743,0.152
1.73293E+12,2024-11-29T19.43.38.476,1.97,-0.646,0.726,0.16
1.73293E+12,2024-11-29T19.43.38.486,1.98,-0.647,0.706,0.163
1.73293E+12,2024-11-29T19.43.38.496,1.99,-0.661,0.693,0.168
1.73293E+12,2024-11-29T19.43.38.506,2,-0.676,0.694,0.176
1.73293E+12,2024-11-29T19.43.38.516,2.01,-0.688,0.694,0.178
1.73293E+12,2024-11-29T19.43.38.526,2.02,-0.698,0.693,0.179
1.73293E+12,2024-11-29T19.43.38.536,2.03,-0.707,0.681,0.188
1.73293E+12,2024-11-29T19.43.38.546,2.04,-0.707,0.669,0.185
1.73293E+12,2024-11-29T19.43.38.556,2.05,-0.716,0.658,0.188
1.73293E+12,2024-11-29T19.43.38.566,2.06,-0.727,0.647,0.194
1.73293E+12,2024-11-29T19.43.38.576,2.07,-0.737,0.632,0.196
1.73293E+12,2024-11-29T19.43.38.586,2.08,-0.752,0.627,0.196
1.73293E+12,2024-11-29T19.43.38.596,2.09,-0.756,0.629,0.201
1.73293E+12,2024-11-29T19.43.38.606,2.1,-0.76,0.613,0.2
1.73293E+12,2024-11-29T19.43.38.616,2.11,-0.766,0.595,0.198
1.73293E+12,2024-11-29T19.43.38.626,2.12,-0.775,0.577,0.201
1.73293E+12,2024-11-29T19.43.38.636,2.13,-0.795,0.557,0.207
1.73293E+12,2024-11-29T19.43.38.646,2.14,-0.805,0.541,0.21
1.73293E+12,2024-11-29T19.43.38.656,2.15,-0.798,0.541,0.202
1.73293E+12,2024-11-29T19.43.38.666,2.16,-0.8,0.535,0.205
1.73293E+12,2024-11-29T19.43.38.676,2.17,-0.803,0.521,0.206
1.73293E+12,2024-11-29T19.43.38.686,2.18,-0.799,0.501,0.196
1.73293E+12,2024-11-29T19.43.38.696,2.19,-0.802,0.481,0.191
1.73293E+12,2024-11-29T19.43.38.706,2.2,-0.806,0.465,0.194
1.73293E+12,2024-11-29T19.43.38.716,2.21,-0.806,0.454,0.191
1.73293E+12,2024-11-29T19.43.38.726,2.22,-0.802,0.446,0.184
1.73293E+12,2024-11-29T19.43.38.736,2.23,-0.814,0.442,0.182
1.73293E+12,2024-11-29T19.43.38.746,2.24,-0.821,0.436,0.186
1.73293E+12,2024-11-29T19.43.38.756,2.25,-0.815,0.43,0.184
1.73293E+12,2024-11-29T19.43.38.766,2.26,-0.814,0.428,0.176
1.73293E+12,2024-11-29T19.43.38.776,2.27,-0.824,0.429,0.176
1.73293E+12,2024-11-29T19.43.38.786,2.28,-0.831,0.43,0.173
1.73293E+12,2024-11-29T19.43.38.796,2.29,-0.833,0.43,0.171
1.73293E+12,2024-11-29T19.43.38.806,2.3,-0.836,0.441,0.173
1.73293E+12,2024-11-29T19.43.38.816,2.31,-0.836,0.455,0.175
1.73293E+12,2024-11-29T19.43.38.826,2.32,-0.838,0.466,0.175
1.73293E+12,2024-11-29T19.43.38.836,2.33,-0.846,0.483,0.175
1.73293E+12,2024-11-29T19.43.38.846,2.34,-0.848,0.489,0.178
1.73293E+12,2024-11-29T19.43.38.856,2.35,-0.852,0.493,0.177
1.73293E+12,2024-11-29T19.43.38.866,2.36,-0.856,0.499,0.177
1.73293E+12,2024-11-29T19.43.38.876,2.37,-0.855,0.502,0.179
1.73293E+12,2024-11-29T19.43.38.886,2.38,-0.856,0.502,0.178
1.73293E+12,2024-11-29T19.43.38.896,2.39,-0.857,0.504,0.182
1.73293E+12,2024-11-29T19.43.38.906,2.4,-0.854,0.505,0.179
1.73293E+12,2024-11-29T19.43.38.916,2.41,-0.852,0.505,0.181
1.73293E+12,2024-11-29T19.43.38.926,2.42,-0.849,0.504,0.183
1.73293E+12,2024-11-29T19.43.38.936,2.43,-0.846,0.505,0.178
1.73293E+12,2024-11-29T19.43.38.946,2.44,-0.845,0.504,0.178
1.73293E+12,2024-11-29T19.43.38.956,2.45,-0.846,0.508,0.177
1.73293E+12,2024-11-29T19.43.38.966,2.46,-0.847,0.51,0.178
1.73293E+12,2024-11-29T19.43.38.976,2.47,-0.852,0.512,0.177
1.73293E+12,2024-11-29T19.43.38.986,2.48,-0.853,0.51,0.179
1.73293E+12,2024-11-29T19.43.38.996,2.49,-0.854,0.512,0.178
1.73293E+12,2024-11-29T19.43.39.006,2.5,-0.86,0.514,0.176
1.73293E+12,2024-11-29T19.43.39.016,2.51,-0.861,0.508,0.176
1.73293E+12,2024-11-29T19.43.39.026,2.52,-0.844,0.502,0.175
1.73293E+12,2024-11-29T19.43.39.036,2.53,-0.84,0.5,0.17
1.73293E+12,2024-11-29T19.43.39.046,2.54,-0.849,0.503,0.172
1.73293E+12,2024-11-29T19.43.39.056,2.55,-0.852,0.506,0.176
1.73293E+12,2024-11-29T19.43.39.066,2.56,-0.839,0.5,0.173
1.73293E+12,2024-11-29T19.43.39.076,2.57,-0.835,0.494,0.169
1.73293E+12,2024-11-29T19.43.39.086,2.58,-0.838,0.494,0.171
1.73293E+12,2024-11-29T19.43.39.096,2.59,-0.836,0.489,0.174
1.73293E+12,2024-11-29T19.43.39.106,2.6,-0.833,0.481,0.169
1.73293E+12,2024-11-29T19.43.39.116,2.61,-0.837,0.479,0.167
1.73293E+12,2024-11-29T19.43.39.126,2.62,-0.846,0.476,0.173
1.73293E+12,2024-11-29T19.43.39.136,2.63,-0.84,0.468,0.173
1.73293E+12,2024-11-29T19.43.39.146,2.64,-0.827,0.462,0.171
1.73293E+12,2024-11-29T19.43.39.156,2.65,-0.831,0.463,0.171
1.73293E+12,2024-11-29T19.43.39.166,2.66,-0.833,0.466,0.175
1.73293E+12,2024-11-29T19.43.39.176,2.67,-0.824,0.467,0.173
1.73293E+12,2024-11-29T19.43.39.186,2.68,-0.817,0.467,0.171
1.73293E+12,2024-11-29T19.43.39.196,2.69,-0.804,0.473,0.177
1.73293E+12,2024-11-29T19.43.39.206,2.7,-0.776,0.469,0.178
1.73293E+12,2024-11-29T19.43.39.216,2.71,-0.761,0.461,0.174
1.73293E+12,2024-11-29T19.43.39.226,2.72,-0.765,0.459,0.17
1.73293E+12,2024-11-29T19.43.39.236,2.73,-0.785,0.456,0.176
1.73293E+12,2024-11-29T19.43.39.246,2.74,-0.802,0.445,0.179
1.73293E+12,2024-11-29T19.43.39.256,2.75,-0.806,0.439,0.179
1.73293E+12,2024-11-29T19.43.39.266,2.76,-0.803,0.436,0.177
1.73293E+12,2024-11-29T19.43.39.276,2.77,-0.799,0.437,0.176
