epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1.72974E+12,2024-10-23T21.59.25.257,1.31,-4.939,9.695,-5.122
1.72974E+12,2024-10-23T21.59.25.267,1.32,-4.817,11.098,-6.098
1.72974E+12,2024-10-23T21.59.25.277,1.33,-4.756,10.488,-5.244
1.72974E+12,2024-10-23T21.59.25.287,1.34,-4.878,8.171,-3.293
1.72974E+12,2024-10-23T21.59.25.297,1.35,-4.695,6.829,-1.524
1.72974E+12,2024-10-23T21.59.25.307,1.36,-4.268,6.707,-0.549
1.72974E+12,2024-10-23T21.59.25.317,1.37,-3.659,6.341,-0.305
1.72974E+12,2024-10-23T21.59.25.327,1.38,-2.683,5.976,-1.159
1.72974E+12,2024-10-23T21.59.25.337,1.39,-1.402,5.427,-2.561
1.72974E+12,2024-10-23T21.59.25.347,1.4,-0.427,4.451,-3.72
1.72974E+12,2024-10-23T21.59.25.357,1.41,0.305,3.598,-4.207
1.72974E+12,2024-10-23T21.59.25.367,1.42,0.732,2.866,-3.902
1.72974E+12,2024-10-23T21.59.25.377,1.43,0.915,1.341,-2.134
1.72974E+12,2024-10-23T21.59.25.387,1.44,0.854,-0.244,0
1.72974E+12,2024-10-23T21.59.25.397,1.45,0.854,-0.366,1.402
1.72974E+12,2024-10-23T21.59.25.407,1.46,0.732,0.61,2.073
1.72974E+12,2024-10-23T21.59.25.417,1.47,0.488,2.195,1.951
1.72974E+12,2024-10-23T21.59.25.427,1.48,0.671,4.39,1.341
1.72974E+12,2024-10-23T21.59.25.437,1.49,0.671,6.098,1.037
1.72974E+12,2024-10-23T21.59.25.447,1.5,0.732,7.683,0.793
1.72974E+12,2024-10-23T21.59.25.457,1.51,1.098,10.549,0.488
1.72974E+12,2024-10-23T21.59.25.467,1.52,1.28,13.78,0.488
1.72974E+12,2024-10-23T21.59.25.477,1.53,0.976,17.805,0.61
1.72974E+12,2024-10-23T21.59.25.487,1.54,0.366,23.232,0
1.72974E+12,2024-10-23T21.59.25.497,1.55,-1.22,28.902,0.427
1.72974E+12,2024-10-23T21.59.25.507,1.56,-4.756,35.366,2.195
1.72974E+12,2024-10-23T21.59.25.517,1.57,-9.634,44.878,2.927
1.72974E+12,2024-10-23T21.59.25.527,1.58,-15,54.512,2.378
1.72974E+12,2024-10-23T21.59.25.537,1.59,-21.037,62.988,1.951
1.72974E+12,2024-10-23T21.59.25.547,1.6,-26.829,74.512,0.61
1.72974E+12,2024-10-23T21.59.25.557,1.61,-30.976,90.305,-2.012
1.72974E+12,2024-10-23T21.59.25.567,1.62,-33.72,106.037,-3.415
1.72974E+12,2024-10-23T21.59.25.577,1.63,-34.451,119.085,-3.598
1.72974E+12,2024-10-23T21.59.25.587,1.64,-34.085,126.463,-3.171
1.72974E+12,2024-10-23T21.59.25.597,1.65,-34.085,124.817,-0.427
1.72974E+12,2024-10-23T21.59.25.607,1.66,-35.244,114.756,5.854
1.72974E+12,2024-10-23T21.59.25.617,1.67,-36.098,106.951,10.915
1.72974E+12,2024-10-23T21.59.25.627,1.68,-35.549,106.89,12.5
1.72974E+12,2024-10-23T21.59.25.637,1.69,-35.244,108.598,12.988
1.72974E+12,2024-10-23T21.59.25.647,1.7,-36.098,109.634,12.805
1.72974E+12,2024-10-23T21.59.25.657,1.71,-37.378,108.415,12.012
1.72974E+12,2024-10-23T21.59.25.667,1.72,-38.841,104.146,12.622
1.72974E+12,2024-10-23T21.59.25.677,1.73,-39.756,101.402,13.963
1.72974E+12,2024-10-23T21.59.25.687,1.74,-40.671,99.451,16.951
1.72974E+12,2024-10-23T21.59.25.697,1.75,-42.134,98.049,20.183
